FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,Census Tract,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Total Population,Total Population,Population Density (per sq. mile),Area (Land),Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More",Median household income (In 2013 Inflation Adjusted Dollars),Median household income (In 2013 Inflation Adjusted Dollars):,Median household income (In 2013 Inflation Adjusted Dollars): White Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): Black or African American Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): American Indian and Alaska Native Alone  Householder,Median household income (In 2013 Inflation Adjusted Dollars): Asian Alone,Median household income (In 2013 Inflation Adjusted Dollars): Native Hawaiian and Other Pacific Islander Alone  Householder,Median household income (In 2013 Inflation Adjusted Dollars): Some Other Race Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): Two or More Races Householder,Median household income (In 2013 Inflation Adjusted Dollars): Hispanic or Latino Householder,"Median household income (In 2013 Inflation Adjusted Dollars): White Alone Householder, not Hispanic or Latino",Average household income (In 2013 Inflation Adjusted Dollars),Median Family Income (In 2013 Inflation adjusted dollars),Average Family Income (In 2013 Inflation adjusted dollars),Median Nonfamily Household Income (In 2013 Inflation Adjusted Dollars),Average Nonfamily Income (In 2013 Inflation Adjusted Dollars),Median Income For Population 15 years and over:,Median Income For Population 15 years and over: Male,"Median Income For Population 15 years and over: Male: Worked full-time, year-round in the past 12 months",Median Income For Population 15 years and over: Male: Other,Median Income For Population 15 years and over: Female,"Median Income For Population 15 years and over: Female: Worked full-time, year-round in the past 12 months",Median Income For Population 15 years and over: Female: Other,Median Earnings:,Median Earnings: Less than high school graduate,Median Earnings: High school graduate (includes equivalency),Median Earnings: Some college or associate's degree,Median Earnings: Bachelor's degree,Median Earnings: Graduate or professional degree,Median Earnings: Male,Median Earnings: Male: Less than high school graduate,Median Earnings: Male: High school graduate (includes equivalency),Median Earnings: Male: Some college or associate's degree,Median Earnings: Male: Bachelor's degree,Median Earnings: Male: Graduate or professional degree,Median Earnings: Female,Median Earnings: Female: Less than high school graduate,Median Earnings: Female: High school graduate (includes equivalency),Median Earnings: Female: Some college or associate's degree,Median Earnings: Female: Bachelor's degree,Median Earnings: Female: Graduate or professional degree,Median Household Income Occupied housing units:,Median Household Income Occupied housing units: Owner occupied,Median Household Income Occupied housing units: Renter occupied,Percent change between Renter Occupied and Home Owner Occupied 2013,Households:,Households: With earnings,Households: No earnings,Households:,Households: With wage or salary income,Households: No wage or salary income,Households:,Households: With self-employment income,Households: No self-employment income,Households:,"Households: With interest, dividends, or net rental income","Households: No interest, dividends, or net rental income",Households:,Households: With Social Security income,Households: No Social Security income,Households:,Households: With Supplemental Security Income (SSI),Households: No Supplemental Security Income (SSI),Households:,Households: With public assistance income,Households: No public assistance income,Households:,Households: With retirement income,Households: No retirement income,Households:,Households: With Other types of income,Households: No Other types of income,Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars)
36005008700,"Census Tract 87, Bronx County, New York","Census Tract 87, Bronx County, New York",ny,140,0,ACSSF,3529,,,,,36,5,8700,14000US36005008700,,,213574,0,6278,6278,76132.6,0.082461386,1817,337,181,169,74,223,160,44,115,16,66,223,74,32,82,21,0,28725,28725,34286,28247,,,,29160,25455,29303,,39907,31875,43258,10233,19680,20127,24688,30273,8898,15428,31883,9309,28640,26549,25074,31429,36393,67500,30166,27004,25882,36098,,,27075,22222,23036,30273,26667,,28725,29550,28557,-0.033604061,1817,1338,479,1817,1273,544,1817,132,1685,1817,11,1806,1817,390,1427,1817,313,1504,1817,129,1688,1817,76,1741,1817,224,1593,13516,14800,14178,,,,13268,8143,13168,13415
36005026300,"Census Tract 263, Bronx County, New York","Census Tract 263, Bronx County, New York",ny,140,0,ACSSF,3663,,,,,36,5,26300,14000US36005026300,,,158883,0,6347,6347,103463.9,0.061345072,2069,396,135,159,200,174,130,170,45,186,142,149,157,14,12,0,0,28976,28976,25906,45422,,8000,,30910,26544,28690,20556,34147,28013,34699,22083,29170,15546,15945,25292,8576,14737,31379,9723,21654,16215,21971,26857,14563,19464,21090,21016,18237,27140,8917,,22204,13482,24315,25341,30605,84063,28976,29688,28772,-0.030854217,2069,1514,555,2069,1429,640,2069,200,1869,2069,47,2022,2069,412,1657,2069,396,1673,2069,172,1897,2069,265,1804,2069,417,1652,11986,13195,16008,,3027,,10921,15276,11047,14191
36005024100,"Census Tract 241, Bronx County, New York","Census Tract 241, Bronx County, New York",ny,140,0,ACSSF,3645,,,,,36,5,24100,14000US36005024100,,,134516,0,6278,6278,120877.4,0.05193692,1841,399,331,171,106,171,90,86,34,103,113,126,70,0,0,26,15,20659,20659,30054,24412,,,,16667,7283,17754,,35620,19654,35421,13565,18821,12714,14391,25275,9510,11646,21645,9049,15750,12236,16002,17405,38173,7500,16698,15625,16383,25390,52708,63750,14109,11268,14316,16213,37981,,20659,21016,20560,-0.021697754,1841,1351,490,1841,1236,605,1841,229,1612,1841,17,1824,1841,246,1595,1841,362,1479,1841,382,1459,1841,75,1766,1841,172,1669,11506,27015,10854,9672,,,9736,2935,9765,169480
36005031800,"Census Tract 318, Bronx County, New York","Census Tract 318, Bronx County, New York",ny,140,0,ACSSF,3699,,,,,36,5,31800,14000US36005031800,,,178366,0,2619,2619,38029.55,0.068867501,638,6,12,48,30,22,33,51,25,81,41,106,12,30,62,54,25,55000,55000,61563,142679,,48750,,38942,,45238,56750,73587,55500,75650,45313,57237,27102,26250,54769,11076,27292,38018,11333,37957,21071,29295,32083,46900,39970,54213,20357,150625,53241,71667,,32061,,28654,27083,45000,39329,55000,55000,55000,0,638,505,133,638,477,161,638,46,592,638,88,550,638,165,473,638,50,588,638,66,572,638,82,556,638,51,587,19116,20198,30173,,21752,,12107,,14802,19662
36005026601,"Census Tract 266.01, Bronx County, New York","Census Tract 266.01, Bronx County, New York",ny,140,0,ACSSF,3666,,,,,36,5,26601,14000US36005026601,,,168346,0,2960,2960,45539.33,0.064998757,1231,122,50,44,38,103,46,36,46,115,154,172,105,126,32,34,8,51938,51938,48302,59766,,71250,,65625,19567,56961,46979,59720,59688,72148,45592,43090,27143,31082,57788,16686,24761,40268,17693,36343,35969,28925,57786,12230,85845,44250,52857,31420,60125,12241,,28388,25365,23583,45313,12216,85845,51938,51932,51944,0.000231071,1231,895,336,1231,895,336,1231,41,1190,1231,165,1066,1231,492,739,1231,114,1117,1231,33,1198,1231,308,923,1231,132,1099,26990,29167,50030,,36782,,22717,17987,22127,29740
36005028100,"Census Tract 281, Bronx County, New York","Census Tract 281, Bronx County, New York",ny,140,0,ACSSF,3677,,,,,36,5,28100,14000US36005028100,,,128859,0,4060,4060,81603.55,0.04975274,1745,127,108,54,85,141,146,30,53,40,123,322,253,158,39,58,8,57604,57604,50542,54196,,9667,,61133,60750,56389,59010,58848,66068,71774,33000,40923,30516,30863,56932,13690,30407,50380,15855,39250,36250,30994,38063,44438,56875,48319,48045,29615,42283,57396,76125,34427,7708,31434,32348,35446,51286,57604,57125,58036,0.015947484,1745,1098,647,1745,1072,673,1745,108,1637,1745,409,1336,1745,811,934,1745,134,1611,1745,62,1683,1745,605,1140,1745,197,1548,26188,26516,29025,14678,19741,,24038,23819,21624,29045
36005001900,"Census Tract 19, Bronx County, New York","Census Tract 19, Bronx County, New York",ny,140,0,ACSSF,3477,,,,,36,5,1900,14000US36005001900,,,1643654,1139660,2562,2562,4037.072,0.634618384,831,180,35,29,29,102,66,66,36,37,92,37,48,28,0,46,0,33862,33862,34773,29000,,,,33026,20250,28345,58472,42285,34911,42365,27165,38689,14033,15655,28250,7593,11935,35221,7325,26034,15682,16655,28750,36339,48462,22634,12750,16791,33750,42396,67813,33547,33125,14722,16667,35313,47692,33862,33333,34179,0.025380254,831,617,214,831,596,235,831,75,756,831,13,818,831,121,710,831,46,785,831,75,756,831,77,754,831,62,769,15362,16276,19875,,16000,,11202,7312,10657,29400
36005030900,"Census Tract 309, Bronx County, New York","Census Tract 309, Bronx County, New York",ny,140,0,ACSSF,3694,,,,,36,5,30900,14000US36005030900,,,1373718,2151862,3413,3413,6434.821,0.530395508,1398,84,80,22,115,87,43,9,31,19,35,96,218,174,34,130,221,82169,82169,81287,77237,,,,,,109219,69155,114760,115833,180327,29167,56074,51125,65806,84688,21211,44167,82407,22984,70474,,36369,61923,81389,75417,75729,,47656,86071,67288,102431,59688,,,59167,89200,47083,82169,81442,85329,0.047727217,1398,839,559,1398,795,603,1398,209,1189,1398,545,853,1398,691,707,1398,16,1382,1398,11,1387,1398,305,1093,1398,115,1283,48412,48962,32288,,116388,,,,35332,48751
36005013000,"Census Tract 130, Bronx County, New York","Census Tract 130, Bronx County, New York",ny,140,0,ACSSF,3547,,,,,36,5,13000,14000US36005013000,,,116144,0,1089,1089,24284.48,0.044843451,449,9,8,20,7,31,4,27,24,14,25,90,87,23,34,33,13,68512,68512,73409,,,,,,16250,67188,69286,79124,78125,83362,64327,70141,31210,31733,45917,19353,30740,61591,9540,48889,28750,37639,73250,68889,69375,38009,26583,37824,107188,,69464,62026,,22143,62321,73542,69286,68512,65625,69940,0.065752381,449,355,94,449,355,94,449,19,430,449,126,323,449,156,293,449,5,444,449,0,449,449,85,364,449,17,432,35353,41342,6805,,,,13744,24852,27385,41895
36005033700,"Census Tract 337, Bronx County, New York","Census Tract 337, Bronx County, New York",ny,140,0,ACSSF,3711,,,,,36,5,33700,14000US36005033700,,,432686,0,2478,2478,14832.91,0.167061006,956,33,6,41,6,60,18,33,33,50,53,103,148,51,123,73,125,77500,77500,79205,48750,,128068,,131618,,93333,80156,113277,98140,137139,40250,44731,46272,49444,77326,23654,36875,58393,21815,59286,,46563,54129,60694,76627,64605,,47577,63750,42167,92986,55882,,37125,36827,60880,67381,77500,73750,80469,0.091105085,956,762,194,956,735,221,956,109,847,956,278,678,956,311,645,956,37,919,956,12,944,956,207,749,956,87,869,45262,47209,39755,,38350,,34195,34103,25916,48177
36005013800,"Census Tract 138, Bronx County, New York","Census Tract 138, Bronx County, New York",ny,140,0,ACSSF,3552,,,,,36,5,13800,14000US36005013800,,,759687,3434418,3040,3040,10364.22,0.293316803,1251,75,40,24,123,27,40,43,37,33,66,142,243,145,62,68,83,70774,70774,69545,40694,,106875,,121979,,98430,66792,82512,93018,92951,42232,63303,39507,48675,65667,21761,36466,55956,13138,55404,25913,51071,49323,65069,67331,58525,25913,58893,31993,67049,37321,52563,,38860,56103,37411,73654,70774,69432,76106,0.096122825,1251,910,341,1251,863,388,1251,117,1134,1251,232,1019,1251,468,783,1251,61,1190,1251,0,1251,1251,351,900,1251,154,1097,35972,36257,37012,,24624,,37826,,28138,40550
36005035000,"Census Tract 350, Bronx County, New York","Census Tract 350, Bronx County, New York",ny,140,0,ACSSF,3719,,,,,36,5,35000,14000US36005035000,,,191627,0,1831,1831,24747.39,0.073987601,638,95,23,4,46,18,50,10,0,13,57,47,178,22,40,35,0,61500,61500,53333,64554,,,,53864,,76278,21471,61186,63571,62954,53500,49334,31026,38420,44355,16786,25859,57826,10179,39680,4024,22399,44076,45375,78214,40313,,22200,43804,,,33393,4024,25117,56172,71786,78214,61500,58798,65288,0.110377904,638,525,113,638,505,133,638,104,534,638,96,542,638,139,499,638,36,602,638,41,597,638,87,551,638,62,576,22402,36720,21240,,18097,,17159,,31572,21082
36005024300,"Census Tract 243, Bronx County, New York","Census Tract 243, Bronx County, New York",ny,140,0,ACSSF,3646,,,,,36,5,24300,14000US36005024300,,,151375,0,5737,5737,98158.62,0.058446217,1942,513,182,242,85,198,111,157,87,77,56,83,106,45,0,0,0,21328,21328,23750,25625,,4803,,20245,45893,21138,,29270,20579,32167,18090,20772,14153,16750,27017,8800,11286,24635,8633,19089,16391,18977,21711,30682,16818,21250,18816,26389,16607,24722,15909,17219,11217,15375,24231,30909,22935,21328,19352,21830,0.12804878,1942,1471,471,1942,1367,575,1942,236,1706,1942,27,1915,1942,272,1670,1942,397,1545,1942,178,1764,1942,132,1810,1942,166,1776,11077,13113,12376,14088,4785,,10645,7542,11015,8322
36005021200,"Census Tract 212, Bronx County, New York","Census Tract 212, Bronx County, New York",ny,140,0,ACSSF,3606,,,,,36,5,21200,14000US36005021200,,,100357,0,5456,5456,140807.1,0.038748056,2152,77,73,107,45,180,220,15,65,147,263,300,298,199,68,95,0,54293,54293,67644,64952,,31714,,47004,55119,55492,63194,61718,61964,68546,44583,46686,33794,38963,45647,14063,31635,49511,13494,43247,33846,31321,49621,27462,69808,43929,34543,31643,54583,14728,62600,41346,8472,27011,44306,37813,86304,54293,50328,56896,0.130503894,2152,1724,428,2152,1685,467,2152,145,2007,2152,104,2048,2152,455,1697,2152,136,2016,2152,21,2131,2152,355,1797,2152,70,2082,26088,39655,27327,,12352,,28379,30897,31943,35332
36005011700,"Census Tract 117, Bronx County, New York","Census Tract 117, Bronx County, New York",ny,140,0,ACSSF,3538,,,,,36,5,11700,14000US36005011700,,,1369340,425763,1541,1541,2914.668,0.528705152,558,180,74,34,27,28,7,13,28,41,34,25,40,13,14,0,0,19022,19022,48875,11739,,,,19934,,19671,,32114,24500,35059,11800,21335,13625,17005,42019,9241,11014,26827,9070,32794,10833,26198,34596,27167,,37171,37368,,42019,60063,,25433,7424,31250,33400,27083,,19022,16964,19185,0.13092431,558,351,207,558,344,214,558,9,549,558,9,549,558,118,440,558,96,462,558,58,500,558,44,514,558,97,461,12617,13629,11394,,,,13606,,12919,26964
36005009600,"Census Tract 96, Bronx County, New York","Census Tract 96, Bronx County, New York",ny,140,0,ACSSF,3534,,,,,36,5,9600,14000US36005009600,,,699148,11823,2560,2560,9483.499,0.269942563,690,80,34,36,61,81,13,20,42,51,87,38,61,26,44,16,0,41786,41786,40365,27888,,43482,,52569,,48750,28750,49759,47969,55922,20440,20204,22230,24583,33750,11429,20136,33864,9675,35066,19883,47596,36920,26827,36375,36853,26154,64605,38688,26971,,32670,18398,38618,34205,23125,41786,41786,40313,45882,0.138144023,690,517,173,690,507,183,690,39,651,690,55,635,690,163,527,690,48,642,690,38,652,690,49,641,690,89,601,15463,17986,9788,,10022,,20487,4447,20167,12341
36005036902,"Census Tract 369.02, Bronx County, New York","Census Tract 369.02, Bronx County, New York",ny,140,0,ACSSF,3733,,,,,36,5,36902,14000US36005036902,,,68211,0,2300,2300,87331.55,0.026336415,719,168,58,52,35,38,29,43,11,12,68,75,54,37,23,0,16,30850,30850,12981,38654,,,,35966,7389,37250,,43730,31500,41918,14191,36854,17668,19766,24125,10455,15607,27300,10283,25123,18714,18953,30536,85938,,24500,19000,19483,30848,85521,,25428,16786,17857,27270,,,30850,25481,31900,0.25191319,719,499,220,719,475,244,719,40,679,719,7,712,719,137,582,719,123,596,719,89,630,719,45,674,719,104,615,14787,8683,19156,7500,,,10988,9628,15381,
36005028500,"Census Tract 285, Bronx County, New York","Census Tract 285, Bronx County, New York",ny,140,0,ACSSF,3680,,,,,36,5,28500,14000US36005028500,,,265742,0,2973,2973,28975.6,0.102603564,1470,164,141,46,68,35,34,47,125,78,204,210,135,72,70,27,14,49879,49879,53486,53333,,52950,,47820,,48125,53413,55824,54008,66647,42095,45685,32569,38205,48934,12563,26939,54750,13762,47984,25294,22230,33650,54314,58250,48406,26103,30197,37212,60147,63580,41033,,7708,30227,40543,56066,49879,40909,52592,0.285585079,1470,1092,378,1470,1079,391,1470,85,1385,1470,171,1299,1470,393,1077,1470,116,1354,1470,40,1430,1470,117,1353,1470,99,1371,28503,31364,54558,,16231,,18710,8912,25161,31067
36005029600,"Census Tract 296, Bronx County, New York","Census Tract 296, Bronx County, New York",ny,140,0,ACSSF,3688,,,,,36,5,29600,14000US36005029600,,,726904,0,1911,1911,6808.969,0.280659215,786,121,42,59,32,7,99,20,12,24,73,92,66,93,12,25,9,45357,45357,47656,50234,,52321,,14904,,39417,32500,54091,70375,73794,30806,38064,29500,21709,50526,8444,31206,42009,8090,42045,,22303,50869,48250,41361,48235,,22204,51186,37411,48750,41205,,45375,41458,55833,38824,45357,34875,45536,0.305691756,786,560,226,786,555,231,786,58,728,786,79,707,786,169,617,786,60,726,786,40,746,786,91,695,786,115,671,23158,24232,26947,,25934,,10082,14604,17204,25054
36005007300,"Census Tract 73, Bronx County, New York","Census Tract 73, Bronx County, New York",ny,140,0,ACSSF,3518,,,,,36,5,7300,14000US36005007300,,,140161,0,3596,3596,66449.27,0.054116467,1270,301,173,97,145,95,57,49,69,23,87,76,16,72,10,0,0,22254,22254,13317,25694,,,,21304,20509,20950,,31556,25403,36641,12378,20352,14880,14529,29913,9907,15500,31615,8826,24457,14608,26215,29250,22404,,26667,13913,25660,28900,,,23844,14972,33553,30365,21731,,22254,,22007,#DIV/0!,1270,817,453,1270,817,453,1270,33,1237,1270,25,1245,1270,239,1031,1270,337,933,1270,130,1140,1270,66,1204,1270,180,1090,11981,7982,16245,,,,10260,15981,11687,763
36005006500,"Census Tract 65, Bronx County, New York","Census Tract 65, Bronx County, New York",ny,140,0,ACSSF,3511,,,,,36,5,6500,14000US36005006500,,,262547,0,5734,5734,56565.08,0.101369968,1841,431,201,238,169,169,132,25,101,77,111,54,84,0,0,20,29,21640,21640,18577,22143,,,,25530,,18716,152500,31080,25077,34761,14205,22124,15169,16940,21148,10824,13133,22244,9136,19068,15201,21372,21696,19773,,20988,17000,21709,20982,16741,,15942,11909,20174,23611,32939,,21640,,21494,#DIV/0!,1841,1320,521,1841,1214,627,1841,200,1641,1841,53,1788,1841,362,1479,1841,192,1649,1841,240,1601,1841,71,1770,1841,194,1647,11184,16696,9904,,47887,,9079,,9299,29103
36005005300,"Census Tract 53, Bronx County, New York","Census Tract 53, Bronx County, New York",ny,140,0,ACSSF,3502,,,,,36,5,5300,14000US36005005300,,,67193,5217,3008,3008,115944.9,0.025943363,1262,480,147,149,86,35,73,39,61,79,52,61,0,0,0,0,0,15087,15087,14554,16345,,,,9525,25625,9526,,22280,15039,22665,12406,18901,9793,9558,25438,8546,9892,27434,8706,16442,9167,15903,21625,39531,2499,15489,15272,26125,14740,,,16765,8750,9531,21938,40451,2499,15087,,15087,#DIV/0!,1262,823,439,1262,823,439,1262,11,1251,1262,36,1226,1262,164,1098,1262,361,901,1262,240,1022,1262,61,1201,1262,218,1044,9710,10363,11823,3725,,,6126,8078,6350,
36005005100,"Census Tract 51, Bronx County, New York","Census Tract 51, Bronx County, New York",ny,140,0,ACSSF,3500,,,,,36,5,5100,14000US36005005100,,,489293,0,5858,5858,31008.31,0.188917092,1957,424,247,221,251,38,82,216,121,61,130,86,46,13,10,11,0,21423,21423,20000,21587,,,,23942,22750,20765,,28977,23287,31432,12871,20521,12845,15259,31740,9516,11502,31154,9460,20350,12654,20114,32989,34135,,21210,13516,21654,39231,,,18235,11932,14243,25865,38125,,21423,,21423,#DIV/0!,1957,1364,593,1957,1364,593,1957,82,1875,1957,19,1938,1957,494,1463,1957,433,1524,1957,206,1751,1957,175,1782,1957,327,1630,11045,12622,10353,,,,11764,8961,11066,6285
36005050400,"Census Tract 504, Bronx County, New York","Census Tract 504, Bronx County, New York",ny,140,0,ACSSF,3810,,,,,36,5,50400,14000US36005050400,,,7228307,8936308,33,33,11.82429,2.790865054,10,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,21583,21146,,,,,,22396,,,,,,,,,,,,,,,,,,,,,#DIV/0!,10,10,0,10,10,0,10,0,10,10,0,10,10,0,10,10,7,3,10,0,10,10,0,10,10,0,10,28527,45579,,,,,,,,45579
36005045800,"Census Tract 458, Bronx County, New York","Census Tract 458, Bronx County, New York",ny,140,0,ACSSF,3805,,,,,36,5,45800,14000US36005045800,,,239682,0,5673,5673,61302.07,0.092541742,1963,540,190,215,188,115,153,201,107,56,110,36,52,0,0,0,0,20691,20691,25330,21420,,,,18425,19688,20300,8676,24766,22515,27159,9970,16190,13187,13868,30344,9897,12175,29444,7971,24455,14833,26806,26563,31960,,25500,17083,26667,31031,,,23908,11775,30184,25531,31960,,20691,,20691,#DIV/0!,1963,1201,762,1963,1185,778,1963,16,1947,1963,17,1946,1963,421,1542,1963,420,1543,1963,235,1728,1963,126,1837,1963,242,1721,9366,10711,10121,,,,7444,8384,8287,4518
36005043500,"Census Tract 435, Bronx County, New York","Census Tract 435, Bronx County, New York",ny,140,0,ACSSF,3795,,,,,36,5,43500,14000US36005043500,,,6728790,32176,16,16,6.158583,2.598000454,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,16,0,16,16,0,16,16,0,16,16,0,16,16,16,0,16,0,16,16,0,16,16,0,16,16,0,16,,,,,,,,,,
36005040701,"Census Tract 407.01, Bronx County, New York","Census Tract 407.01, Bronx County, New York",ny,140,0,ACSSF,3772,,,,,36,5,40701,14000US36005040701,,,58235,0,3142,3142,139739.7,0.02248466,1141,249,51,81,125,67,87,56,42,45,135,127,32,30,0,14,0,29479,29479,20260,32335,,,,26402,,23750,15781,36327,31000,40428,17031,25525,18405,19579,23821,9128,15169,38056,9186,23532,18869,18678,26319,38194,21970,21615,21602,17445,24241,,21629,30941,6696,21500,38365,38125,,29479,,29479,#DIV/0!,1141,872,269,1141,841,300,1141,80,1061,1141,10,1131,1141,219,922,1141,163,978,1141,60,1081,1141,117,1024,1141,161,980,14194,15658,13036,7855,18956,,14342,12353,13940,20112
36005040302,"Census Tract 403.02, Bronx County, New York","Census Tract 403.02, Bronx County, New York",ny,140,0,ACSSF,3765,,,,,36,5,40302,14000US36005040302,,,62753,0,3734,3734,154112.4,0.02422907,1373,366,135,168,171,94,55,25,1,78,59,93,43,52,12,10,11,20492,20492,17412,20959,,14071,,22147,9138,22952,,39015,25231,46298,11696,22974,16166,19908,31691,8617,15000,33295,9195,25411,15792,25925,37983,43977,,25357,18958,25882,45197,,,25515,15208,26023,27000,44716,,20492,,20492,#DIV/0!,1373,893,480,1373,826,547,1373,150,1223,1373,21,1352,1373,285,1088,1373,237,1136,1373,102,1271,1373,77,1296,1373,89,1284,15792,31665,13277,,12980,,12329,3073,17463,
36005038302,"Census Tract 383.02, Bronx County, New York","Census Tract 383.02, Bronx County, New York",ny,140,0,ACSSF,3747,,,,,36,5,38302,14000US36005038302,,,145103,0,5194,5194,92709.3,0.056024584,1810,446,288,167,116,113,90,106,64,127,115,21,85,0,0,43,29,20108,20108,15338,22250,,,,16750,44297,15811,,38466,18571,40695,12073,31929,14194,16053,29063,9614,13479,30254,9598,20367,13475,24007,26691,21250,77917,25336,16284,26625,35238,,,18165,12525,23529,21780,20063,,20108,,20203,#DIV/0!,1810,1210,600,1810,1098,712,1810,206,1604,1810,23,1787,1810,278,1532,1810,297,1513,1810,281,1529,1810,72,1738,1810,295,1515,14130,40571,14891,,,,8122,22437,12319,
36005038301,"Census Tract 383.01, Bronx County, New York","Census Tract 383.01, Bronx County, New York",ny,140,0,ACSSF,3746,,,,,36,5,38301,14000US36005038301,,,95100,0,4855,4855,132222.8,0.036718317,1516,390,109,77,202,83,106,25,124,35,86,103,146,30,0,0,0,24412,24412,16467,43529,,,,29063,22143,21870,,33240,29122,35601,15208,24139,16036,17684,22420,8864,15417,25728,8966,21893,17939,20688,34063,27800,31500,22235,17426,22273,43065,,,21682,18750,20168,24655,29000,,24412,,24074,#DIV/0!,1516,1124,392,1516,1023,493,1516,263,1253,1516,9,1507,1516,189,1327,1516,278,1238,1516,145,1371,1516,29,1487,1516,137,1379,11143,11460,17944,,,,8265,6154,9091,38252
36005003700,"Census Tract 37, Bronx County, New York","Census Tract 37, Bronx County, New York",ny,140,0,ACSSF,3488,,,,,36,5,3700,14000US36005003700,,,167634,0,242,242,3738.962,0.064723852,100,36,0,5,0,0,15,14,0,11,0,19,0,0,0,0,0,34000,34000,,19750,,,,32917,,34083,,30688,47614,41336,9886,20454,11313,33083,50357,9213,10250,,9318,38304,,42500,,,,50357,,50357,,,,37946,,,,,,34000,,34000,#DIV/0!,100,67,33,100,67,33,100,0,100,100,0,100,100,11,89,100,41,59,100,0,100,100,16,84,100,0,100,13161,13962,19891,,,,9679,,12062,
36005036901,"Census Tract 369.01, Bronx County, New York","Census Tract 369.01, Bronx County, New York",ny,140,0,ACSSF,3732,,,,,36,5,36901,14000US36005036901,,,93735,0,2263,2263,62528.86,0.036191287,765,256,149,36,42,38,33,78,33,0,6,6,29,47,1,11,0,13594,13594,9355,22153,,,,12047,38387,11823,,28225,20063,33905,9693,15011,10405,12405,31480,8151,9525,27165,8185,26295,8015,27208,29776,,,30510,18636,31811,29744,,,20455,5724,14844,30104,,,13594,,13594,#DIV/0!,765,443,322,765,422,343,765,66,699,765,12,753,765,174,591,765,221,544,765,127,638,765,22,743,765,81,684,10546,10566,8693,,7035,,11222,17694,10492,
36005036100,"Census Tract 361, Bronx County, New York","Census Tract 361, Bronx County, New York",ny,140,0,ACSSF,3725,,,,,36,5,36100,14000US36005036100,,,162302,0,5984,5984,95491.66,0.062665155,2067,557,377,363,153,77,72,33,170,0,20,64,163,18,0,0,0,16041,16041,12005,19161,,,,15707,10929,14032,,24898,19655,29257,9640,12707,11024,13284,37580,9065,9843,27038,8701,18715,12976,15379,34464,39299,,19541,18212,15076,38542,,,14778,10850,18500,29659,42222,,16041,,15999,#DIV/0!,2067,1186,881,2067,1149,918,2067,128,1939,2067,35,2032,2067,588,1479,2067,515,1552,2067,189,1878,2067,197,1870,2067,105,1962,9748,12506,10103,,,,8604,16894,9454,4100
36005031900,"Census Tract 319, Bronx County, New York","Census Tract 319, Bronx County, New York",ny,140,0,ACSSF,3700,,,,,36,5,31900,14000US36005031900,,,213079,201583,645,645,7840.014,0.082270265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3132,2746,,2746,3290,10938,3189,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3103,2730,5136,,582,,6933,8533,4896,2473
36005002702,"Census Tract 27.02, Bronx County, New York","Census Tract 27.02, Bronx County, New York",ny,140,0,ACSSF,3483,,,,,36,5,2702,14000US36005002702,,,157365,0,4723,4723,77733.38,0.060758969,1380,388,152,179,74,123,139,144,15,12,62,33,40,19,0,0,0,19237,19237,18302,17978,,,,22098,,19201,,24927,20505,24061,10820,23478,13429,15174,24150,9098,11325,26747,8590,19139,15861,16875,22015,33466,,19103,19712,15200,21131,33285,,19205,11786,27708,22955,,,19237,,18934,#DIV/0!,1380,940,440,1380,894,486,1380,106,1274,1380,12,1368,1380,185,1195,1380,231,1149,1380,134,1246,1380,113,1267,1380,184,1196,8216,7689,7619,,,,8989,11343,8750,5624
